,num_game,playtime_total,playtime_000,playtime_p025,playtime_p050,playtime_p075,playtime_p100
268551184,4,37.3,0.2,1.8499999999999999,7.55,15.024999999999999,22.0
17567828,90,3200.9,0.1,1.2249999999999999,6.3,19.975,680.0
88775181,41,1428.8000000000002,0.1,2.0,8.0,31.0,363.0
63990035,9,1323.8999999999999,1.6,7.8,15.6,81.0,792.0
61806811,6,152.1,0.2,2.475,15.95,46.75,65.0
57415686,3,154.0,22.0,38.0,54.0,66.0,78.0
215562325,1,20.0,20.0,20.0,20.0,20.0,20.0
181564172,26,165.29999999999995,0.1,0.925,1.75,4.05,92.0
33788990,1,20.0,20.0,20.0,20.0,20.0,20.0
297637533,1,5.7,5.7,5.7,5.7,5.7,5.7
83160060,1,18.1,18.1,18.1,18.1,18.1,18.1
75995878,1,24.0,24.0,24.0,24.0,24.0,24.0
59050554,3,31.599999999999998,1.4,4.8,8.2,15.1,22.0
304213220,1,55.0,55.0,55.0,55.0,55.0,55.0
101022115,1,53.0,53.0,53.0,53.0,53.0,53.0
102268574,11,480.29999999999995,0.2,0.65,9.9,39.0,206.0
100833937,4,143.0,5.9,12.799999999999999,36.05,59.0,65.0
158121917,3,1246.8,2.0,7.9,13.8,622.4,1231.0
197518122,5,115.1,0.2,0.6,2.3,46.0,66.0
28425181,1,20.0,20.0,20.0,20.0,20.0,20.0
113868035,1,375.0,375.0,375.0,375.0,375.0,375.0
196403090,6,260.3,0.4,0.625,1.5,6.050000000000001,249.0
71926373,1,19.9,19.9,19.9,19.9,19.9,19.9
83411030,1,7.7,7.7,7.7,7.7,7.7,7.7
188949150,37,503.00000000000006,0.1,0.9,3.9,18.2,86.0
128651888,25,330.90000000000003,0.1,1.1,2.9,16.5,70.0
117657402,7,229.8,2.3,3.45,15.6,48.5,108.0
283569430,1,154.0,154.0,154.0,154.0,154.0,154.0
82352462,74,2685.2999999999997,0.1,1.2,3.9499999999999997,17.725,815.0
192526458,2,110.0,35.0,45.0,55.0,65.0,75.0
80630217,34,640.3,0.1,0.9,3.0,24.5,112.0
304224083,2,15.799999999999999,0.2,4.05,7.8999999999999995,11.75,15.6
120766003,2,39.7,2.7,11.275,19.85,28.425,37.0
98479901,2,337.9,5.9,87.425,168.95,250.475,332.0
108771556,1,69.0,69.0,69.0,69.0,69.0,69.0
9563573,24,391.5,0.2,0.6749999999999999,3.25,10.375,132.0
73981322,2,23.2,0.2,5.9,11.6,17.3,23.0
196113123,1,39.0,39.0,39.0,39.0,39.0,39.0
86310154,1,51.0,51.0,51.0,51.0,51.0,51.0
189441775,23,798.4,0.2,0.6,1.7,8.05,444.0
28886158,1,28.0,28.0,28.0,28.0,28.0,28.0
279464634,1,32.0,32.0,32.0,32.0,32.0,32.0
53245953,12,594.7,0.2,0.6,1.35,7.875,495.0
136053642,1,560.0,560.0,560.0,560.0,560.0,560.0
46252394,7,1537.0,58.0,80.5,149.0,374.0,421.0
177286649,1,141.0,141.0,141.0,141.0,141.0,141.0
231852874,1,5.4,5.4,5.4,5.4,5.4,5.4
241903800,7,399.7,0.2,0.6,1.0,5.6499999999999995,386.0
160036273,1,14.2,14.2,14.2,14.2,14.2,14.2
287778652,1,7.7,7.7,7.7,7.7,7.7,7.7
132286953,1,743.0,743.0,743.0,743.0,743.0,743.0
234017477,1,5.2,5.2,5.2,5.2,5.2,5.2
164370352,1,11.3,11.3,11.3,11.3,11.3,11.3
69180564,8,103.39999999999999,0.1,0.875,5.9,22.5,44.0
168069262,1,514.0,514.0,514.0,514.0,514.0,514.0
26861985,7,51.2,0.3,2.05,2.2,9.8,25.0
93345965,2,239.0,115.0,117.25,119.5,121.75,124.0
229022162,1,5.3,5.3,5.3,5.3,5.3,5.3
99384490,2,6.0,0.8,1.9000000000000001,3.0,4.1000000000000005,5.2
185079540,29,489.3999999999999,0.5,2.4,4.8,14.4,157.0
259665776,1,22.0,22.0,22.0,22.0,22.0,22.0
8949216,7,225.99999999999997,0.7,9.5,11.1,40.1,115.0
105277989,3,43.5,11.5,13.15,14.8,16.0,17.2
241357186,2,61.0,12.0,21.25,30.5,39.75,49.0
301087793,1,61.0,61.0,61.0,61.0,61.0,61.0
175001491,35,4729.599999999999,0.1,2.5999999999999996,36.0,157.0,1106.0
167291533,1,21.0,21.0,21.0,21.0,21.0,21.0
67244867,7,401.8,1.4,9.85,11.5,31.1,307.0
178716199,1,1328.0,1328.0,1328.0,1328.0,1328.0,1328.0
129371925,5,489.4,0.2,0.2,48.0,86.0,355.0
164820245,16,160.79999999999998,0.2,0.7500000000000001,1.7999999999999998,3.875,68.0
240497102,3,62.1,1.0,3.55,6.1,30.55,55.0
143671754,1,21.0,21.0,21.0,21.0,21.0,21.0
144412676,11,646.4000000000001,0.2,1.7,10.6,21.5,548.0
284999400,1,88.0,88.0,88.0,88.0,88.0,88.0
200817099,2,1137.0,463.0,515.75,568.5,621.25,674.0
253044003,3,12.7,0.6,2.55,4.5,6.05,7.6
214299751,2,989.1,0.1,247.325,494.55,741.775,989.0
145620149,1,12.4,12.4,12.4,12.4,12.4,12.4
94936385,61,3443.9,0.1,3.0,10.3,31.0,1411.0
131061056,2,101.5,1.5,26.125,50.75,75.375,100.0
35355224,1,7.1,7.1,7.1,7.1,7.1,7.1
130553575,1,1103.0,1103.0,1103.0,1103.0,1103.0,1103.0
304539641,1,30.0,30.0,30.0,30.0,30.0,30.0
54761333,48,1543.2,0.3,4.35,12.55,31.25,261.0
152948396,1,16.3,16.3,16.3,16.3,16.3,16.3
133547462,1,732.0,732.0,732.0,732.0,732.0,732.0
209238287,2,106.2,9.2,31.15,53.1,75.05,97.0
139763487,1,5.0,5.0,5.0,5.0,5.0,5.0
154316707,1,1534.0,1534.0,1534.0,1534.0,1534.0,1534.0
86245871,1,18.2,18.2,18.2,18.2,18.2,18.2
12195913,13,2834.2,1.9,3.4,9.0,17.5,2710.0
181586458,1,13.9,13.9,13.9,13.9,13.9,13.9
101529420,11,278.79999999999995,0.2,0.75,3.7,17.0,184.0
45807245,2,11.600000000000001,4.7,5.25,5.800000000000001,6.3500000000000005,6.9
235946178,1,7.3,7.3,7.3,7.3,7.3,7.3
309255941,1,5.7,5.7,5.7,5.7,5.7,5.7
161062314,1,224.0,224.0,224.0,224.0,224.0,224.0
88493668,4,139.0,3.0,18.75,32.5,48.5,71.0
282567672,1,61.0,61.0,61.0,61.0,61.0,61.0
114846707,2,25.099999999999998,7.7,10.125,12.549999999999999,14.975,17.4
301935887,1,30.0,30.0,30.0,30.0,30.0,30.0
95369808,1,56.0,56.0,56.0,56.0,56.0,56.0
44147409,2,188.0,76.0,85.0,94.0,103.0,112.0
139393793,1,15.9,15.9,15.9,15.9,15.9,15.9
203800963,17,1185.7,0.2,1.0,6.0,29.0,744.0
118852041,116,2874.6000000000004,0.1,1.2,3.7,15.7,720.0
88352678,6,12.4,0.4,0.7,1.3,2.05,6.6
16084897,46,2214.6,0.1,0.8,8.4,36.75,676.0
298306205,2,82.0,32.0,36.5,41.0,45.5,50.0
161063960,2,436.0,21.0,119.5,218.0,316.5,415.0
199717061,2,126.9,2.9,33.175,63.45,93.725,124.0
26789885,3,86.3,0.2,1.6500000000000001,3.1,43.05,83.0
75738431,8,353.2,0.5,5.4750000000000005,23.6,69.0,127.0
218089327,1,22.0,22.0,22.0,22.0,22.0,22.0
259301403,2,53.2,1.2,13.9,26.6,39.3,52.0
3783783,18,1460.6999999999998,0.3,0.7749999999999999,2.6500000000000004,81.0,882.0
70967454,4,224.6,0.6,27.9,46.0,74.25,132.0
124003951,1,1747.0,1747.0,1747.0,1747.0,1747.0,1747.0
45457930,2,19.0,0.5,5.0,9.5,14.0,18.5
131348564,70,2011.1,0.1,0.9,4.45,24.0,369.0
116515230,21,894.7,0.2,2.0,7.5,19.9,543.0
82864983,1,12.6,12.6,12.6,12.6,12.6,12.6
159852613,7,223.2,0.2,2.85,7.3,52.5,105.0
215832158,3,190.2,0.2,17.6,35.0,95.0,155.0
30572170,6,1131.2,2.8,5.1,8.899999999999999,20.8,1082.0
110268154,2,80.0,30.0,35.0,40.0,45.0,50.0
199955973,1,513.0,513.0,513.0,513.0,513.0,513.0
183099723,1,25.0,25.0,25.0,25.0,25.0,25.0
67633077,3,616.5,0.5,72.75,145.0,308.0,471.0
96439660,1,38.0,38.0,38.0,38.0,38.0,38.0
44169472,10,222.39999999999998,1.2,6.1499999999999995,15.0,34.6,77.0
90154893,2,19.1,6.8,8.175,9.55,10.925,12.3
297703228,1,8.3,8.3,8.3,8.3,8.3,8.3
69652738,4,43.800000000000004,0.2,0.2,0.30000000000000004,11.05,43.0
117529891,1,383.0,383.0,383.0,383.0,383.0,383.0
220307007,1,5.7,5.7,5.7,5.7,5.7,5.7
55751308,29,595.7,0.1,0.7,11.1,24.0,198.0
176096951,1,24.0,24.0,24.0,24.0,24.0,24.0
230016618,1,28.0,28.0,28.0,28.0,28.0,28.0
210046841,3,8.5,0.1,0.3,0.5,4.2,7.9
160058529,1,7.2,7.2,7.2,7.2,7.2,7.2
76027799,7,226.4,0.8,10.3,22.0,50.0,83.0
192341303,1,332.0,332.0,332.0,332.0,332.0,332.0
20704366,21,336.7,0.2,4.3,16.2,22.0,57.0
60227446,4,74.4,1.2,1.575,2.1,19.125,69.0
181262663,1,19.8,19.8,19.8,19.8,19.8,19.8
101695880,56,2462.7,0.1,0.9,2.55,7.1000000000000005,1736.0
99110207,5,62.7,2.3,4.1,7.2,8.1,41.0
48798067,239,9412.000000000002,0.1,2.55,8.1,20.45,3178.0
122471552,1,41.0,41.0,41.0,41.0,41.0,41.0
276073724,3,28.4,0.2,0.7,1.2,14.1,27.0
91567150,1,37.0,37.0,37.0,37.0,37.0,37.0
79626460,1,8.4,8.4,8.4,8.4,8.4,8.4
48492052,9,31.599999999999998,0.2,0.3,0.4,2.6,16.2
273082868,14,356.3,1.0,1.9,3.35,12.674999999999999,265.0
215334587,1,63.0,63.0,63.0,63.0,63.0,63.0
161139120,10,443.90000000000003,0.6,14.525000000000002,25.5,60.75,174.0
193196975,15,147.3,0.1,2.25,6.2,16.15,29.0
90857581,1,1134.0,1134.0,1134.0,1134.0,1134.0,1134.0
200321746,1,167.0,167.0,167.0,167.0,167.0,167.0
205829374,4,203.2,0.2,4.55,31.0,77.25,141.0
82203951,11,126.5,0.1,0.3,3.2,18.85,49.0
277782286,1,268.0,268.0,268.0,268.0,268.0,268.0
105511340,1,13.9,13.9,13.9,13.9,13.9,13.9
62990992,433,5599.0,0.1,1.5,3.4,9.8,663.0
31944667,2,17.6,4.3,6.55,8.8,11.05,13.3
109780632,9,47.3,0.4,1.3,1.6,8.2,20.0
250955812,1,339.0,339.0,339.0,339.0,339.0,339.0
56157984,1,10.7,10.7,10.7,10.7,10.7,10.7
133228469,7,42.900000000000006,1.3,2.9000000000000004,5.1,6.3,18.1
179279152,1,8.7,8.7,8.7,8.7,8.7,8.7
57782416,1,33.0,33.0,33.0,33.0,33.0,33.0
290542222,5,33.800000000000004,1.1,1.5,3.4,13.4,14.4
251920440,1,17.4,17.4,17.4,17.4,17.4,17.4
207186541,2,49.1,1.1,12.825,24.55,36.275,48.0
239138885,1,7.4,7.4,7.4,7.4,7.4,7.4
151817681,1,5.0,5.0,5.0,5.0,5.0,5.0
96648859,1,28.0,28.0,28.0,28.0,28.0,28.0
254924405,1,8.0,8.0,8.0,8.0,8.0,8.0
89564754,2,54.0,23.0,25.0,27.0,29.0,31.0
53122638,1,28.0,28.0,28.0,28.0,28.0,28.0
21316693,10,135.2,0.4,3.1000000000000005,11.05,23.1,33.0
307639284,1,16.2,16.2,16.2,16.2,16.2,16.2
235290543,2,219.8,14.8,62.35,109.9,157.45,205.0
176103650,1,7.0,7.0,7.0,7.0,7.0,7.0
298236235,1,18.3,18.3,18.3,18.3,18.3,18.3
259403281,3,14.0,1.0,1.2,1.4,6.5,11.6
39322716,12,105.1,0.3,0.6499999999999999,6.5,12.475,33.0
28113724,4,83.6,15.7,18.099999999999998,20.95,23.75,26.0
286511722,1,9.4,9.4,9.4,9.4,9.4,9.4
118991581,2,1300.0,582.0,616.0,650.0,684.0,718.0
148264060,13,1238.5,0.4,2.7,13.7,36.0,820.0
169937489,7,10.1,0.2,0.45,0.6,1.0499999999999998,6.3
284165884,1,5.7,5.7,5.7,5.7,5.7,5.7
40280688,13,1214.6999999999998,1.0,2.2,4.5,91.0,609.0
302742986,1,13.9,13.9,13.9,13.9,13.9,13.9
10302000,24,4849.5,0.2,7.825000000000001,15.25,69.5,2503.0
293349681,1,10.4,10.4,10.4,10.4,10.4,10.4
111498455,12,193.8,0.4,7.2749999999999995,10.05,19.9,70.0
152929009,1,21.0,21.0,21.0,21.0,21.0,21.0
116437770,3,2144.7000000000003,0.9,6.3500000000000005,11.8,1071.9,2132.0
159077305,15,1292.3,0.1,1.4,3.2,17.0,1030.0
285085570,1,104.0,104.0,104.0,104.0,104.0,104.0
242694628,3,18.6,0.8,1.7000000000000002,2.6,8.9,15.2
298182105,1,17.7,17.7,17.7,17.7,17.7,17.7
192645567,4,20.4,0.5,0.7250000000000001,1.35,5.725,17.2
230944154,13,241.29999999999998,0.2,0.3,0.7,2.0,116.0
80799336,1,5.7,5.7,5.7,5.7,5.7,5.7
222050169,13,787.6000000000001,0.2,0.7,4.2,38.0,485.0
113196318,40,2500.1,0.1,2.7249999999999996,30.0,59.75,574.0
156343742,2,1061.2,9.2,269.9,530.6,791.3,1052.0
146841726,1,1386.0,1386.0,1386.0,1386.0,1386.0,1386.0
146762928,4,198.4,0.4,15.1,46.0,80.5,106.0
99484728,4,91.0,1.8,2.1,15.6,36.25,58.0
273069628,1,6.0,6.0,6.0,6.0,6.0,6.0
140223606,1,89.0,89.0,89.0,89.0,89.0,89.0
52181854,2,65.1,0.1,16.325,32.55,48.775,65.0
296449198,1,63.0,63.0,63.0,63.0,63.0,63.0
155858528,1,148.0,148.0,148.0,148.0,148.0,148.0
267235316,3,50.1,0.6,1.05,1.5,24.75,48.0
190074593,5,226.8,0.3,5.5,22.0,87.0,112.0
152078939,39,637.2,0.1,1.9,3.7,7.6499999999999995,245.0
68173628,1,268.0,268.0,268.0,268.0,268.0,268.0
28229872,5,153.79999999999998,0.1,0.2,15.4,19.1,119.0
218844731,2,13.5,0.3,3.525,6.75,9.974999999999998,13.2
115637271,2,15.4,4.1,5.9,7.7,9.500000000000002,11.3
74126541,7,95.6,2.2,7.25,12.2,19.35,28.0
76892907,87,2720.0,0.1,0.5,1.7,22.0,561.0
106333903,10,139.8,0.3,0.525,2.6,17.475,81.0
124975432,1,1614.0,1614.0,1614.0,1614.0,1614.0,1614.0
118433250,1,56.0,56.0,56.0,56.0,56.0,56.0
282599048,1,11.5,11.5,11.5,11.5,11.5,11.5
115487966,39,1317.8000000000002,0.1,0.5,2.0,12.55,473.0
137951076,2,10.6,3.8,4.55,5.3,6.05,6.8
295981434,5,36.7,0.5,0.9,2.1,13.2,20.0
94862562,1,7.0,7.0,7.0,7.0,7.0,7.0
23072560,3,11.7,0.2,0.7,1.2,5.75,10.3
29268335,3,34.5,0.5,0.75,1.0,17.0,33.0
199236587,1,71.0,71.0,71.0,71.0,71.0,71.0
144731554,1,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0
65754991,47,652.1,0.2,1.6,6.5,21.35,68.0
113546110,34,1377.5000000000002,0.1,1.025,4.8,16.75,524.0
176811312,1,383.0,383.0,383.0,383.0,383.0,383.0
79865632,4,49.7,0.3,2.4000000000000004,10.200000000000001,20.225,29.0
86779877,2,18.7,0.3,4.824999999999999,9.35,13.874999999999998,18.4
109486584,2,10.1,0.1,2.575,5.05,7.525,10.0
73017395,1,11754.0,11754.0,11754.0,11754.0,11754.0,11754.0
108454875,10,427.9,0.4,1.35,5.6,18.075,327.0
236182162,1,16.8,16.8,16.8,16.8,16.8,16.8
248754096,3,216.6,0.6,51.3,102.0,108.0,114.0
44321815,29,1460.5,0.2,1.4,7.1,22.0,1054.0
108714391,2,12.4,3.6,4.9,6.2,7.500000000000001,8.8
208680317,1,20.0,20.0,20.0,20.0,20.0,20.0
156639838,2,10.1,0.1,2.575,5.05,7.525,10.0
293693492,1,36.0,36.0,36.0,36.0,36.0,36.0
158693714,1,2741.0,2741.0,2741.0,2741.0,2741.0,2741.0
87753149,4,50.699999999999996,0.1,0.24999999999999997,0.3,12.725,50.0
10450544,70,1509.0000000000002,0.1,1.0,3.0,9.775,817.0
290864164,1,22.0,22.0,22.0,22.0,22.0,22.0
65173746,7,6.3,0.2,0.4,0.6,1.25,2.2
122452753,1,36.0,36.0,36.0,36.0,36.0,36.0
135690828,1,14.6,14.6,14.6,14.6,14.6,14.6
129862640,1,50.0,50.0,50.0,50.0,50.0,50.0
108327674,1,18.5,18.5,18.5,18.5,18.5,18.5
79211079,32,968.1,0.1,1.5750000000000002,9.7,26.75,262.0
100916842,3,131.0,30.0,34.0,38.0,50.5,63.0
36557643,124,1598.9,0.1,0.6,2.6,10.799999999999999,333.0
197385611,3,300.0,1.0,2.0,3.0,149.5,296.0
153828204,1,1762.0,1762.0,1762.0,1762.0,1762.0,1762.0
46028967,95,1094.0000000000002,0.1,0.55,1.6,4.95,227.0
158866144,1,10.9,10.9,10.9,10.9,10.9,10.9
206510641,1,10.3,10.3,10.3,10.3,10.3,10.3
102539470,3,59.199999999999996,1.3,4.6000000000000005,7.9,28.95,50.0
121481890,1,6.0,6.0,6.0,6.0,6.0,6.0
58431944,28,731.8,0.1,2.5000000000000004,16.25,37.75,123.0
149386510,1,30.0,30.0,30.0,30.0,30.0,30.0
208464394,3,6.2,0.4,0.8,1.2,2.9,4.6
64023574,60,1742.2,0.2,1.6,6.85,35.0,225.0
68532738,17,327.50000000000006,0.2,0.9,2.1,14.0,229.0
89856899,1,14.2,14.2,14.2,14.2,14.2,14.2
280609756,1,6.0,6.0,6.0,6.0,6.0,6.0
206494852,2,139.0,46.0,57.75,69.5,81.25,93.0
241929529,1,284.0,284.0,284.0,284.0,284.0,284.0
255027745,1,7.2,7.2,7.2,7.2,7.2,7.2
70591968,9,1468.8,1.1,20.0,34.0,97.0,1154.0
234348805,5,126.5,0.4,0.5,6.6,58.0,61.0
156748261,5,39.0,0.5,5.1,5.4,6.0,22.0
50572608,2,315.3,0.3,78.975,157.65,236.325,315.0
80239919,6,1185.8,0.5,1.625,34.6,321.0,709.0
199647568,1,17.2,17.2,17.2,17.2,17.2,17.2
186762233,1,24.0,24.0,24.0,24.0,24.0,24.0
168082750,3,119.3,1.3,7.65,14.0,59.0,104.0
90711776,13,180.0,0.2,1.5,3.3,28.0,43.0
29537499,2,77.8,3.8,21.35,38.9,56.45,74.0
173469318,1,116.0,116.0,116.0,116.0,116.0,116.0
129762577,1,10.7,10.7,10.7,10.7,10.7,10.7
114736887,2,29.1,10.6,12.575,14.55,16.525,18.5
220640317,2,29.3,2.3,8.475,14.65,20.825,27.0
205633955,1,694.0,694.0,694.0,694.0,694.0,694.0
59818635,2,93.6,0.6,23.7,46.8,69.9,93.0
101719689,1,49.0,49.0,49.0,49.0,49.0,49.0
101212067,12,1273.3,15.3,20.75,47.5,135.75,394.0
125508547,1,162.0,162.0,162.0,162.0,162.0,162.0
129724065,1,107.0,107.0,107.0,107.0,107.0,107.0
253121356,7,92.9,1.0,2.0,5.4,10.25,62.0
64261708,9,36.0,0.3,2.2,2.4,6.1,11.3
36775354,2,10.6,0.4,2.8499999999999996,5.3,7.749999999999999,10.2
209340839,4,110.5,0.2,0.27499999999999997,0.65,28.0,109.0
108484523,2,236.5,10.5,64.375,118.25,172.125,226.0
248757796,2,36.3,16.8,17.475,18.15,18.825,19.5
167118460,24,393.7,0.1,0.6749999999999999,2.05,7.175000000000001,202.0
80154824,3,56.8,4.4,5.4,6.4,26.2,46.0
9740704,3,27.1,0.5,2.05,3.6,13.3,23.0
165877735,2,13.6,3.1,4.95,6.8,8.65,10.5
209120214,1,9.8,9.8,9.8,9.8,9.8,9.8
159377740,1,46.0,46.0,46.0,46.0,46.0,46.0
200059104,23,369.59999999999997,0.1,0.95,2.1,10.399999999999999,144.0
156733822,5,124.8,1.0,3.3,13.5,48.0,59.0
52203520,6,107.0,0.9,5.125,8.9,9.3,75.0
129743598,1,10.1,10.1,10.1,10.1,10.1,10.1
276555062,2,271.0,130.0,132.75,135.5,138.25,141.0
151724188,1,20.0,20.0,20.0,20.0,20.0,20.0
19696244,86,2882.9,0.1,2.0,10.65,24.75,579.0
207424334,11,33.400000000000006,0.3,1.0499999999999998,2.6,5.35,6.8
112999066,1,32.0,32.0,32.0,32.0,32.0,32.0
186126772,5,19.2,0.6,0.8,1.9,2.8,13.1
48395915,1,36.0,36.0,36.0,36.0,36.0,36.0
188615226,3,16.9,0.8,1.4500000000000002,2.1,8.05,14.0
160461131,6,9.8,0.2,0.7999999999999999,1.7,2.6000000000000005,2.8
270341392,1,17.6,17.6,17.6,17.6,17.6,17.6
250375228,1,5.1,5.1,5.1,5.1,5.1,5.1
27770064,1,7.9,7.9,7.9,7.9,7.9,7.9
198398830,3,24.4,0.4,0.7,1.0,12.0,23.0
86612326,2,569.0,164.0,224.25,284.5,344.75,405.0
46405162,6,1145.6,4.6,46.5,145.5,245.25,558.0
79163006,1,11.6,11.6,11.6,11.6,11.6,11.6
174716026,1,35.0,35.0,35.0,35.0,35.0,35.0
122319388,2,513.3,0.3,128.475,256.65,384.825,513.0
189344955,1,5.1,5.1,5.1,5.1,5.1,5.1
82385352,29,599.6000000000001,0.4,4.8,12.3,23.0,185.0
282502466,1,10.0,10.0,10.0,10.0,10.0,10.0
186452037,2,121.6,7.6,34.2,60.8,87.4,114.0
181638799,5,858.8,0.3,0.4,2.1,17.0,839.0
247741393,1,67.0,67.0,67.0,67.0,67.0,67.0
92250668,3,29.0,0.1,6.35,12.6,14.45,16.3
124400480,18,1039.3999999999999,0.2,1.375,7.3,17.5,606.0
145890520,1,5.1,5.1,5.1,5.1,5.1,5.1
239511574,7,61.699999999999996,0.2,1.2,2.3,11.9,33.0
305037794,1,11.2,11.2,11.2,11.2,11.2,11.2
188266554,7,44.0,0.2,0.3,2.3,12.8,15.3
105934631,1,10.3,10.3,10.3,10.3,10.3,10.3
64778733,1,327.0,327.0,327.0,327.0,327.0,327.0
308851621,1,36.0,36.0,36.0,36.0,36.0,36.0
114912926,4,1526.7,0.2,0.27499999999999997,0.75,382.15,1525.0
140492549,1,147.0,147.0,147.0,147.0,147.0,147.0
115996656,55,2034.0,0.1,1.3,2.5,16.15,1073.0
190861612,1,452.0,452.0,452.0,452.0,452.0,452.0
36757524,1,25.0,25.0,25.0,25.0,25.0,25.0
224586627,1,18.4,18.4,18.4,18.4,18.4,18.4
176810372,3,141.5,0.4,1.75,3.1,70.55,138.0
63895034,10,1850.8999999999999,0.3,1.0,1.5499999999999998,4.4,1813.0
88152309,8,926.5,0.4,1.125,4.5,129.5,467.0
164663996,2,1006.8,13.8,258.6,503.4,748.2,993.0
78765966,2,7.3,0.6,2.125,3.65,5.175000000000001,6.7
23241240,2,171.7,4.7,45.275,85.85,126.425,167.0
166048025,3,6.0,0.2,1.5,2.8,2.9,3.0
249643192,3,250.0,1.5,8.0,14.5,124.25,234.0
92010366,1,52.0,52.0,52.0,52.0,52.0,52.0
250414887,3,48.300000000000004,0.6,1.15,1.7,23.85,46.0
176453461,1,170.0,170.0,170.0,170.0,170.0,170.0
205549354,1,10.7,10.7,10.7,10.7,10.7,10.7
282896672,1,478.0,478.0,478.0,478.0,478.0,478.0
53324742,1,5.2,5.2,5.2,5.2,5.2,5.2
97250159,1,316.0,316.0,316.0,316.0,316.0,316.0
204679729,6,814.3000000000001,0.1,1.575,5.550000000000001,15.525000000000002,784.0
83746733,15,612.4000000000001,0.4,2.3,6.2,14.85,378.0
48921893,2,57.0,20.0,24.25,28.5,32.75,37.0
40837142,2,17.4,1.0,4.85,8.7,12.549999999999999,16.4
157047851,1,9.9,9.9,9.9,9.9,9.9,9.9
139873696,2,49.1,2.1,13.325,24.55,35.775,47.0
159865370,2,18.700000000000003,0.6,4.9750000000000005,9.350000000000001,13.725000000000001,18.1
57424113,7,635.3,1.3,7.5,45.0,101.0,372.0
186323628,5,6.5,0.6,0.8,0.9,1.2,3.0
132748085,63,985.0000000000001,0.1,0.5,1.6,7.800000000000001,509.0
192170147,15,648.7,0.5,1.0,15.7,49.0,303.0
146704328,1,266.0,266.0,266.0,266.0,266.0,266.0
86620865,1,63.0,63.0,63.0,63.0,63.0,63.0
113580708,30,211.39999999999998,0.1,0.525,1.9000000000000001,6.025,48.0
249779815,1,10.9,10.9,10.9,10.9,10.9,10.9
93350571,1,28.0,28.0,28.0,28.0,28.0,28.0
131912265,2,5.1,0.5,1.525,2.55,3.5749999999999997,4.6
281552962,1,28.0,28.0,28.0,28.0,28.0,28.0
256297825,1,5.7,5.7,5.7,5.7,5.7,5.7
207510132,1,14.6,14.6,14.6,14.6,14.6,14.6
99374297,21,432.5,0.1,0.4,1.5,5.6,210.0
61779218,18,969.4999999999999,0.4,4.8,13.649999999999999,38.5,498.0
109592594,4,769.7,1.7,43.175,65.5,214.75,637.0
302437973,2,43.8,0.8,11.35,21.9,32.45,43.0
293231906,1,20.0,20.0,20.0,20.0,20.0,20.0
195946569,7,69.10000000000001,0.6,5.2,8.5,13.8,22.0
49228258,130,2412.0,0.1,1.4249999999999998,4.4,11.95,361.0
12423315,4,22.700000000000003,0.5,0.575,2.8,7.9,16.6
138279635,4,85.69999999999999,2.4,12.899999999999999,16.65,25.174999999999997,50.0
90033155,26,729.0,0.3,6.5,9.649999999999999,20.0,286.0
214019307,1,7.1,7.1,7.1,7.1,7.1,7.1
140337149,1,236.0,236.0,236.0,236.0,236.0,236.0
197190654,24,468.4,0.1,1.775,6.65,18.375,206.0
36349097,3,77.9,0.8,5.45,10.1,38.55,67.0
44755776,15,825.9,0.2,5.75,9.0,60.0,292.0
160055758,2,10.9,2.5,3.975,5.45,6.925000000000001,8.4
72555195,1,6.7,6.7,6.7,6.7,6.7,6.7
157104680,1,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0
183490713,10,53.6,0.1,0.6499999999999999,1.0,2.25,24.0
108011380,1,13.5,13.5,13.5,13.5,13.5,13.5
254196196,1,9.0,9.0,9.0,9.0,9.0,9.0
92612763,39,2702.6000000000004,0.1,4.6,27.0,76.0,946.0
210018093,9,121.3,0.2,0.3,0.3,1.0,81.0
115167911,43,1637.6000000000001,0.2,3.0,8.0,41.0,278.0
194432540,12,25.4,0.3,0.8,1.55,2.475,7.2
260813316,1,10.4,10.4,10.4,10.4,10.4,10.4
73754563,1,5.2,5.2,5.2,5.2,5.2,5.2
111182405,16,1308.8,0.2,0.8500000000000001,1.6,26.75,1143.0
289759310,1,26.0,26.0,26.0,26.0,26.0,26.0
186344581,6,134.60000000000002,0.3,1.4499999999999997,5.95,19.075,99.0
168754318,2,7.7,0.3,2.075,3.85,5.625000000000001,7.4
146979551,1,1.5,1.5,1.5,1.5,1.5,1.5
284934852,2,46.9,12.9,18.175,23.45,28.725,34.0
121199670,3,6827.2,2.2,37.1,72.0,3412.5,6753.0
39028341,2,1498.3,1.3,375.225,749.15,1123.075,1497.0
94231294,1,91.0,91.0,91.0,91.0,91.0,91.0
199013605,2,7.6,3.3,3.55,3.8,4.05,4.3
158447093,1,6.3,6.3,6.3,6.3,6.3,6.3
192031349,2,158.0,38.0,58.5,79.0,99.5,120.0
298666122,1,19.0,19.0,19.0,19.0,19.0,19.0
238169854,4,470.7,12.7,24.925,31.0,123.75,396.0
70737757,3,183.9,4.9,39.45,74.0,89.5,105.0
45532207,9,1109.9,0.2,3.3,4.1,22.0,897.0
137075650,1,7.6,7.6,7.6,7.6,7.6,7.6
